Date/Time,PM10 TEOM ug/m3,PM2.5 TEOM ug/m3,Temperature Deg C,Barometric Pressure atm
1/02/2013 0:10,6,3.3,14.2,1.001
1/02/2013 0:20,5.5,3.4,14.1,1.001
1/02/2013 0:30,5.2,3.9,14,1.001
1/02/2013 0:40,6.2,3.2,13.9,1.001
1/02/2013 0:50,6.8,3.2,13.7,1.001
1/02/2013 1:00,7,4,13.5,1.001
1/02/2013 1:10,5.6,3.2,13.3,1
1/02/2013 1:20,6,3.3,13.4,1
1/02/2013 1:30,6.6,3.8,13.4,1
1/02/2013 1:40,7.9,3.1,13.5,1
1/02/2013 1:50,7.4,4.5,13.7,1
1/02/2013 2:00,7.6,4.7,13.9,1
1/02/2013 2:10,14.3,5.3,14.2,1
1/02/2013 2:20,15.4,5.6,14.2,1
1/02/2013 2:30,13.4,6.2,14,1
1/02/2013 2:40,9.3,4.1,13.8,1
1/02/2013 2:50,5.2,3.4,13.6,1
1/02/2013 3:00,6.7,5.1,13.4,1
1/02/2013 3:10,5,3.8,13.3,1
1/02/2013 3:20,4.8,4.2,13.3,1
1/02/2013 3:30,4.8,3.2,13.1,1
1/02/2013 3:40,5.4,3.2,12.9,1
1/02/2013 3:50,5,3.1,12.7,1
1/02/2013 4:00,6.1,4,12.6,1
1/02/2013 4:10,6.4,3.9,12.3,1
1/02/2013 4:20,6.7,4.3,12.2,1
1/02/2013 4:30,8.9,4.7,12,1.001
1/02/2013 4:40,6.6,4.6,12.3,1.001
1/02/2013 4:50,9.3,4.1,12.7,1.001
1/02/2013 5:00,9.3,4.8,12.9,1.001
1/02/2013 5:10,9.8,5,12.5,1.001
1/02/2013 5:20,9.3,4.9,12.3,1.001
1/02/2013 5:30,9.9,5.6,12.6,1.001
1/02/2013 5:40,11.7,5.7,12.7,1.001
1/02/2013 5:50,12.4,6.1,12.6,1.001
1/02/2013 6:00,11.2,5.9,12.6,1.001
1/02/2013 6:10,13,6.9,12.5,1.001
1/02/2013 6:20,16.7,10,12.8,1.002
1/02/2013 6:30,15.8,8.9,13.7,1.002
1/02/2013 6:40,15.4,7.5,14,1.002
1/02/2013 6:50,12,7.2,14,1.002
1/02/2013 7:00,11.3,6.4,14.1,1.002
1/02/2013 7:10,11.6,6.1,14.5,1.002
1/02/2013 7:20,11.7,6.6,15.2,1.002
1/02/2013 7:30,15.8,6.7,16.6,1.002
1/02/2013 7:40,11.4,5,16.6,1.002
1/02/2013 7:50,9.4,5.7,17.1,1.002
1/02/2013 8:00,6.6,5,16.9,1.003
1/02/2013 8:10,8.8,5.5,17.2,1.003
1/02/2013 8:20,6.7,4.2,17.5,1.003
1/02/2013 8:30,12.8,6.4,17.2,1.002
1/02/2013 8:40,13.7,6.9,16.7,1.003
1/02/2013 8:50,-0.2,0.9,16.9,1.002
1/02/2013 9:00,6.4,2.8,17.3,1.002
1/02/2013 9:10,12.8,5,17.9,1.002
1/02/2013 9:20,15.8,6.2,18.3,1.002
1/02/2013 9:30,15.6,6.9,18,1.002
1/02/2013 9:40,16.3,8.4,17.9,1.003
1/02/2013 9:50,7.6,4.4,18.7,1.003
1/02/2013 10:00,17.9,7.6,18.6,1.003
1/02/2013 10:10,1.6,3.5,17.7,1.003
1/02/2013 10:20,5.6,3.5,17.9,1.003
1/02/2013 10:30,15.8,5.6,18.5,1.003
1/02/2013 10:40,18.4,6.3,18.6,1.003
1/02/2013 10:50,-3.9,-1,19.8,1.002
1/02/2013 11:00,5.7,0.9,20.4,1.002
1/02/2013 11:10,2.9,1.4,20.3,1.002
1/02/2013 11:20,6.8,4.7,19.6,1.002
1/02/2013 11:30,2,2.8,19.4,1.002
1/02/2013 11:40,12.7,3.3,20.7,1.002
1/02/2013 11:50,6.5,2.9,20.5,1.001
1/02/2013 12:00,,5.8,19.9,1.001
1/02/2013 12:10,,,19.1,1.001
1/02/2013 12:20,,,19.1,1.001
1/02/2013 12:30,,,19.2,1.001
1/02/2013 12:40,,,18.5,1.001
1/02/2013 12:50,,,17.9,1.001
1/02/2013 13:00,8.6,,18.3,1.002
1/02/2013 13:10,12,,18.7,1.002
1/02/2013 13:20,12.6,,19,1.002
1/02/2013 13:30,12.6,,19.5,1.001
1/02/2013 13:40,12.1,,19.2,1.001
1/02/2013 13:50,12.8,,19.2,1.001
1/02/2013 14:00,13,-4.7,19.6,1.001
1/02/2013 14:10,14.2,-1.9,18.7,1.001
1/02/2013 14:20,17.4,0.1,18.5,1.001
1/02/2013 14:30,16.5,0.8,18.6,1.001
1/02/2013 14:40,13.5,0.4,18.8,1.001
1/02/2013 14:50,16.7,1.4,18.7,1.001
1/02/2013 15:00,15.5,2.4,18.6,1.001
1/02/2013 15:10,14.4,1.6,18.9,1.001
1/02/2013 15:20,13.5,0.4,19,1.001
1/02/2013 15:30,13.6,2,18.7,1.001
1/02/2013 15:40,14,3.9,18.3,1.001
1/02/2013 15:50,14.6,6.1,17.6,1.001
1/02/2013 16:00,13.1,4.1,17.9,1.001
1/02/2013 16:10,13.8,3.7,18.4,1.001
1/02/2013 16:20,13.6,4.3,18,1.002
1/02/2013 16:30,15.2,7.5,17,1.002
1/02/2013 16:40,11.7,4.8,17,1.002
1/02/2013 16:50,10.2,2.4,17.7,1.002
1/02/2013 17:00,12.2,1.6,19,1.002
1/02/2013 17:10,13.4,2.4,18.3,1.002
1/02/2013 17:20,13.1,3.7,18.6,1.001
1/02/2013 17:30,13,2.9,18.6,1.001
1/02/2013 17:40,15,6.8,18,1.002
1/02/2013 17:50,14.1,6.1,18,1.002
1/02/2013 18:00,13.6,5.8,18,1.002
1/02/2013 18:10,13.5,5,17.5,1.002
1/02/2013 18:20,13.5,5.6,17.4,1.002
1/02/2013 18:30,13.5,4.9,17.6,1.002
1/02/2013 18:40,14.4,5.3,17.4,1.002
1/02/2013 18:50,14.6,5.1,17.5,1.003
1/02/2013 19:00,15.2,4.8,17.5,1.003
1/02/2013 19:10,14.8,5.1,17.3,1.003
1/02/2013 19:20,15.2,5.4,17,1.003
1/02/2013 19:30,15.1,6,16.8,1.003
1/02/2013 19:40,13.2,5.3,16.6,1.003
1/02/2013 19:50,14,5.3,16.5,1.003
1/02/2013 20:00,15.4,6.2,16.5,1.004
1/02/2013 20:10,16.9,5.9,16.6,1.004
1/02/2013 20:20,17.2,6.4,16.4,1.004
1/02/2013 20:30,16.6,7.5,16.2,1.004
1/02/2013 20:40,15.7,5.6,16,1.004
1/02/2013 20:50,14.1,4.8,16,1.004
1/02/2013 21:00,13.9,5,16.1,1.004
