Date/Time,PM10 TEOM ug/m3,PM2.5 TEOM ug/m3,Temperature Deg C,Barometric Pressure atm
1/03/2013 0:10,11.1,2,15.8,1.002
1/03/2013 0:20,6.9,-0.1,15.7,1.002
1/03/2013 0:30,5.1,-0.8,15.7,1.002
1/03/2013 0:40,6.6,1.7,15.6,1.002
1/03/2013 0:50,9.1,3.1,15.5,1.002
1/03/2013 1:00,8.2,2.2,15.5,1.002
1/03/2013 1:10,9.7,3,15.4,1.002
1/03/2013 1:20,10.8,3.6,15.4,1.002
1/03/2013 1:30,9.4,4,15.2,1.002
1/03/2013 1:40,8,3.1,15.1,1.002
1/03/2013 1:50,8.5,3.2,15,1.002
1/03/2013 2:00,11.3,5.6,14.9,1.002
1/03/2013 2:10,10.7,5.5,14.8,1.002
1/03/2013 2:20,11,5.1,14.8,1.002
1/03/2013 2:30,10,2.8,14.7,1.002
1/03/2013 2:40,12,4.3,14.7,1.002
1/03/2013 2:50,11.1,4.7,14.6,1.002
1/03/2013 3:00,9,3.7,14.6,1.002
1/03/2013 3:10,8.6,3.8,14.6,1.002
1/03/2013 3:20,9.7,4.3,14.5,1.002
1/03/2013 3:30,9.8,3.7,14.4,1.002
1/03/2013 3:40,11.2,4.9,14.4,1.002
1/03/2013 3:50,12,5,14.3,1.002
1/03/2013 4:00,11,4.2,14.2,1.002
1/03/2013 4:10,9.5,3.8,14.2,1.002
1/03/2013 4:20,8.8,4.2,14,1.002
1/03/2013 4:30,8.6,5,14.1,1.002
1/03/2013 4:40,11.4,6.5,14.1,1.002
1/03/2013 4:50,8.8,2.6,14.1,1.002
1/03/2013 5:00,10.7,5.3,14,1.003
1/03/2013 5:10,13.3,6.4,14.2,1.003
1/03/2013 5:20,13.8,6.1,14.1,1.003
1/03/2013 5:30,11.4,5.1,14.1,1.003
1/03/2013 5:40,10.6,3.6,14,1.003
1/03/2013 5:50,9.9,3.8,14.1,1.003
1/03/2013 6:00,11.8,5.1,14,1.003
1/03/2013 6:10,11.5,4,14,1.003
1/03/2013 6:20,15.8,6.7,14.1,1.003
1/03/2013 6:30,17.4,7.3,14.2,1.004
1/03/2013 6:40,15.4,5.6,14.4,1.004
1/03/2013 6:50,14.1,4.2,14.5,1.004
1/03/2013 7:00,16.3,5.9,14.7,1.004
1/03/2013 7:10,15.7,6.1,15,1.004
1/03/2013 7:20,16.3,6.8,15.4,1.004
1/03/2013 7:30,15,4.7,15.6,1.004
1/03/2013 7:40,15.5,5.4,16,1.004
1/03/2013 7:50,14.3,3.8,16.2,1.004
1/03/2013 8:00,13.2,2.6,16.3,1.004
1/03/2013 8:10,14.3,3.5,16.8,1.004
1/03/2013 8:20,14.2,3.4,17.3,1.004
1/03/2013 8:30,14,2.8,17.5,1.004
1/03/2013 8:40,14.1,3.9,17.5,1.004
1/03/2013 8:50,16.1,5.8,18,1.004
1/03/2013 9:00,14.1,4.6,18.1,1.004
1/03/2013 9:10,14.3,4.8,18.1,1.004
1/03/2013 9:20,14,4.6,18.6,1.004
1/03/2013 9:30,14.6,4.6,19.1,1.004
1/03/2013 9:40,14.3,4.1,19.2,1.004
1/03/2013 9:50,13.4,4.4,19.5,1.003
1/03/2013 10:00,13.7,4.5,19.9,1.003
1/03/2013 10:10,13.2,3.7,20.6,1.003
1/03/2013 10:20,12.4,3.9,20.8,1.003
1/03/2013 10:30,11.1,4,21.8,1.003
1/03/2013 10:40,11.3,4.6,22.2,1.003
1/03/2013 10:50,9.6,3.4,22.6,1.002
1/03/2013 11:00,9.5,4.3,23.2,1.002
1/03/2013 11:10,7.8,2.7,23.1,1.002
1/03/2013 11:20,10.4,5.1,23.5,1.002
1/03/2013 11:30,8.4,1.8,24.5,1.002
1/03/2013 11:40,9.1,3.1,24.5,1.002
1/03/2013 11:50,9.4,3.9,24.2,1.001
