Date/Time,PM10 TEOM ug/m3,PM2.5 TEOM ug/m3,Temperature Deg C,Barometric Pressure atm
1/06/2013 0:10,5.7,5.2,15.3,0.993
1/06/2013 0:20,3.6,2.8,15.4,0.993
1/06/2013 0:30,3.2,1.9,15.4,0.992
1/06/2013 0:40,1.4,0.1,15.3,0.992
1/06/2013 0:50,3.3,3.5,15.2,0.992
1/06/2013 1:00,3.3,3.9,15.2,0.992
1/06/2013 1:10,4.7,4.9,15.2,0.992
1/06/2013 1:20,1.1,0.9,15.2,0.991
1/06/2013 1:30,2.3,2,15.1,0.991
1/06/2013 1:40,3.7,4.7,15.1,0.991
1/06/2013 1:50,3.7,4.5,15.1,0.991
1/06/2013 2:00,4,4.6,15.1,0.992
1/06/2013 2:10,1.3,1.3,15.1,0.991
1/06/2013 2:20,2.9,3.7,15.1,0.991
1/06/2013 2:30,2.6,3.1,15.2,0.991
1/06/2013 2:40,5,4.7,15.1,0.991
1/06/2013 2:50,3.9,2.7,15.1,0.991
1/06/2013 3:00,5.3,4,15.1,0.991
1/06/2013 3:10,4,2.1,15.1,0.991
1/06/2013 3:20,3.3,1.1,15.1,0.991
1/06/2013 3:30,2.3,1.1,15.1,0.991
1/06/2013 3:40,2.3,1,15.1,0.99
1/06/2013 3:50,4.4,4.1,15.2,0.99
1/06/2013 4:00,3.5,3.1,15.2,0.99
1/06/2013 4:10,3.5,3,15.2,0.99
1/06/2013 4:20,2.1,2.5,15.2,0.99
1/06/2013 4:30,2.8,1.9,15.2,0.99
1/06/2013 4:40,2.3,2.3,15.2,0.99
1/06/2013 4:50,5.4,4.8,15.2,0.99
1/06/2013 5:00,6.4,6,15.2,0.99
1/06/2013 5:10,6.2,4.9,15.2,0.99
1/06/2013 5:20,4.3,4.6,15.2,0.99
1/06/2013 5:30,1.6,3.4,15.1,0.99
1/06/2013 5:40,0.2,2.5,15,0.99
1/06/2013 5:50,1.3,2.7,15,0.99
1/06/2013 6:00,1.8,1.4,15,0.99
1/06/2013 6:10,2,2,14.9,0.989
1/06/2013 6:20,-0.7,1,14.9,0.989
1/06/2013 6:30,1.5,2.3,14.9,0.989
1/06/2013 6:40,3.3,3.1,14.8,0.989
1/06/2013 6:50,4,3.7,14.8,0.989
1/06/2013 7:00,5,4.6,14.8,0.989
1/06/2013 7:10,4.5,3.8,14.8,0.99
1/06/2013 7:20,4.5,3.1,14.8,0.99
1/06/2013 7:30,3.9,1.3,14.9,0.989
1/06/2013 7:40,5.6,1.9,14.9,0.989
1/06/2013 7:50,7.7,6.3,15,0.99
1/06/2013 8:00,9.7,9.3,15,0.99
1/06/2013 8:10,7,3,15.2,0.99
1/06/2013 8:20,8.5,4.5,15.2,0.99
1/06/2013 8:30,11.4,7,15.3,0.99
1/06/2013 8:40,11.7,5.3,15.5,0.99
1/06/2013 8:50,9.2,4.2,15.3,0.99
1/06/2013 9:00,8,5.1,15.2,0.99
1/06/2013 9:10,6.8,6,15,0.99
1/06/2013 9:20,4.7,4.7,14.9,0.99
1/06/2013 9:30,5.8,3.6,15,0.99
1/06/2013 9:40,7.9,6.2,15.1,0.99
1/06/2013 9:50,8.7,5.5,15.3,0.99
1/06/2013 10:00,9.6,4.1,15.6,0.99
1/06/2013 10:10,7.8,4,15.6,0.99
1/06/2013 10:20,7.4,2.8,15.4,0.99
1/06/2013 10:30,3.9,4.2,15.1,0.99
1/06/2013 10:40,6.5,4.1,15.3,0.99
1/06/2013 10:50,8.8,4.4,15.5,0.989
1/06/2013 11:00,5.2,3.5,15.4,0.989
1/06/2013 11:10,4,2.1,15.3,0.989
1/06/2013 11:20,6,3.8,15.3,0.989
1/06/2013 11:30,3.4,2.4,15.2,0.989
1/06/2013 11:40,-3.3,-0.3,15,0.989
1/06/2013 11:50,-0.6,1,15.2,0.989
1/06/2013 12:00,4.8,2.3,15.3,0.989
1/06/2013 12:10,0.3,0.8,15.1,0.989
1/06/2013 12:20,,-1.9,14.8,0.989
1/06/2013 12:30,-1.8,-0.7,15.1,0.989
1/06/2013 12:40,-3.4,-0.4,15.1,0.989
1/06/2013 12:50,6.3,4.1,15.4,0.989
1/06/2013 13:00,4.2,2.8,15.8,0.989
1/06/2013 13:10,5.7,0.4,16,0.989
1/06/2013 13:20,6.6,6.9,14.7,0.989
1/06/2013 13:30,9.6,7.2,14.7,0.989
1/06/2013 13:40,7.4,5.5,14.9,0.989
1/06/2013 13:50,-0.4,1.9,14.8,0.989
1/06/2013 14:00,-0.2,2.4,14.8,0.989
1/06/2013 14:10,3.1,2.8,14.8,0.989
1/06/2013 14:20,2.4,3.4,14.6,0.989
1/06/2013 14:30,2.2,2.7,14.5,0.989
1/06/2013 14:40,0.6,3.4,14.4,0.989
1/06/2013 14:50,1.9,1.3,14.5,0.989
1/06/2013 15:00,2,2.9,14.6,0.99
1/06/2013 15:10,3.4,3.1,14.5,0.99
1/06/2013 15:20,5.5,3.8,14.5,0.99
1/06/2013 15:30,7,5.4,14.3,0.99
1/06/2013 15:40,1.9,2.8,14.2,0.99
1/06/2013 15:50,2.5,4.2,14.2,0.99
1/06/2013 16:00,2.6,3.3,14.4,0.99
1/06/2013 16:10,4.4,3.9,14.6,0.991
1/06/2013 16:20,2,2.9,14.8,0.991
1/06/2013 16:30,4.4,3.6,14.9,0.991
1/06/2013 16:40,7.3,5.4,14.8,0.991
1/06/2013 16:50,12.3,9.2,14.2,0.991
1/06/2013 17:00,3.9,5.9,14.1,0.992
1/06/2013 17:10,1.2,3.6,14,0.992
1/06/2013 17:20,4.6,4.5,14,0.992
1/06/2013 17:30,5.5,4.9,14,0.992
1/06/2013 17:40,5.5,3,14,0.992
1/06/2013 17:50,6.4,3.3,14.2,0.992
1/06/2013 18:00,6.8,4.3,14.6,0.992
1/06/2013 18:10,10.1,5.9,14.7,0.993
1/06/2013 18:20,17,10.2,14.5,0.993
1/06/2013 18:30,14.4,9.2,14.5,0.993
1/06/2013 18:40,10.9,7.5,14.8,0.993
1/06/2013 18:50,15.7,9.3,14.7,0.994
1/06/2013 19:00,16.3,10.5,14.2,0.994
1/06/2013 19:10,9.2,7.6,14.1,0.994
1/06/2013 19:20,5,4.9,14.1,0.994
1/06/2013 19:30,6.6,4.7,14.3,0.994
1/06/2013 19:40,15.3,8.6,14.3,0.995
1/06/2013 19:50,14.5,8.1,14.2,0.995
1/06/2013 20:00,8.6,6.7,14.2,0.995
1/06/2013 20:10,6.2,4.5,14.2,0.995
1/06/2013 20:20,4.2,4.5,14.3,0.996
1/06/2013 20:30,6.8,4.9,14.3,0.996
1/06/2013 20:40,8.5,5.7,14.4,0.996
1/06/2013 20:50,11.4,6.5,14.3,0.996
1/06/2013 21:00,10.3,6.6,14.2,0.996
1/06/2013 21:10,10.2,6.6,14.2,0.997
1/06/2013 21:20,9.5,6,14.2,0.997
1/06/2013 21:30,6.7,3.9,14.2,0.997
1/06/2013 21:40,7.6,4.7,14.2,0.997
1/06/2013 21:50,6.8,4.3,14.2,0.997
1/06/2013 22:00,3.1,1.1,14.3,0.997
1/06/2013 22:10,7.4,3,14.2,0.997
1/06/2013 22:20,9,3.8,14.2,0.998
1/06/2013 22:30,9.6,4.7,14.1,0.998
1/06/2013 22:40,11.2,4.6,14,0.998
1/06/2013 22:50,9.7,4.7,13.8,0.998
1/06/2013 23:00,10.4,5.8,13.6,0.998
1/06/2013 23:10,13.1,6,13.4,0.998
1/06/2013 23:20,11.7,3.1,13.6,0.998
1/06/2013 23:30,20.5,7.8,13.5,0.998
1/06/2013 23:40,17.3,9,13.1,0.998
1/06/2013 23:50,9.6,5.2,12.9,0.998
2/06/2013 0:00,8.4,6.4,12.9,0.999
2/06/2013 0:10,8,4.8,12.9,0.999
2/06/2013 0:20,6.8,4.4,13,0.999
2/06/2013 0:30,5.5,3.3,13,0.999
2/06/2013 0:40,5.3,2.2,13.2,0.999
2/06/2013 0:50,3.8,1.4,13.1,0.999
2/06/2013 1:00,4.4,2.7,12.9,0.999
2/06/2013 1:10,4,1.2,13.1,0.999
2/06/2013 1:20,5,1.8,13.2,0.999
2/06/2013 1:30,7.3,2.4,13.4,0.999
2/06/2013 1:40,12.5,4.7,13.4,0.999
2/06/2013 1:50,15,5.2,13.2,1
2/06/2013 2:00,14.1,4.5,13.2,1
2/06/2013 2:10,13.7,4.1,13.1,1
2/06/2013 2:20,13.4,4.7,13.1,1
2/06/2013 2:30,16,5.4,13.1,1
2/06/2013 2:40,16.7,6.8,13.1,1
2/06/2013 2:50,18.7,7,13,1
2/06/2013 3:00,16.3,7.1,13.1,1
2/06/2013 3:10,15.1,4.9,13.1,1
2/06/2013 3:20,13.6,5.1,13,1
2/06/2013 3:30,13.2,5.6,13,1
2/06/2013 3:40,14.7,6.7,13,1.001
2/06/2013 3:50,11.6,4.2,13,1.001
2/06/2013 4:00,10.4,5,13.1,1.001
2/06/2013 4:10,7.9,3.3,13,1.001
2/06/2013 4:20,6.9,3,13.1,1.001
2/06/2013 4:30,5.7,3.6,13.1,1.001
2/06/2013 4:40,4.6,2.5,13.2,1.001
2/06/2013 4:50,5.6,2.3,13.2,1.001
2/06/2013 5:00,6.8,4.7,13,1.001
2/06/2013 5:10,6.9,4,12.9,1.001
2/06/2013 5:20,8.7,5.7,12.6,1.002
2/06/2013 5:30,12.4,7.5,12.4,1.002
2/06/2013 5:40,10.6,5.7,12,1.002
2/06/2013 5:50,10.6,3.3,12.1,1.002
2/06/2013 6:00,11.8,4.5,12.3,1.002
2/06/2013 6:10,10.3,6.1,12.3,1.002
2/06/2013 6:20,11.6,5.8,12.2,1.002
2/06/2013 6:30,14.1,6.4,12.3,1.002
2/06/2013 6:40,12.5,7,12.1,1.003
2/06/2013 6:50,9.7,7.2,11.7,1.003
2/06/2013 7:00,8.5,5.4,11.4,1.003
2/06/2013 7:10,7.2,4.6,11.3,1.003
2/06/2013 7:20,8.5,4.6,11.4,1.003
2/06/2013 7:30,9.1,4.1,11.5,1.003
2/06/2013 7:40,8.3,3.5,11.7,1.003
2/06/2013 7:50,8.2,5,11.7,1.003
2/06/2013 8:00,9.8,5.4,11.7,1.003
2/06/2013 8:10,9.2,5.3,11.9,1.004
2/06/2013 8:20,9.5,6.6,12.6,1.004
2/06/2013 8:30,10,2.6,13.3,1.004
2/06/2013 8:40,10.4,1.1,14.1,1.004
2/06/2013 8:50,9.1,2,14.2,1.004
2/06/2013 9:00,7.8,4.3,14.2,1.004
2/06/2013 9:10,9.5,4.6,14.5,1.004
2/06/2013 9:20,11.8,6.3,14.7,1.004
2/06/2013 9:30,12.2,4.7,15.4,1.004
2/06/2013 9:40,8.5,2.5,15.5,1.004
2/06/2013 9:50,6.4,2.6,15.5,1.004
2/06/2013 10:00,8,4.2,15.4,1.004
2/06/2013 10:10,12.1,5.7,15.4,1.005
2/06/2013 10:20,16.6,6.4,15.7,1.005
2/06/2013 10:30,9.8,2.6,15.9,1.004
2/06/2013 10:40,7.7,3.4,15.9,1.005
2/06/2013 10:50,11.9,5.3,15.9,1.005
2/06/2013 11:00,13.7,5.5,16.1,1.005
2/06/2013 11:10,11,5.4,16.2,1.005
2/06/2013 11:20,12.3,7.1,16.1,1.005
2/06/2013 11:30,8.3,5.7,16.4,1.005
2/06/2013 11:40,12.7,6.2,16.7,1.005
2/06/2013 11:50,11,8.9,16.1,1.005
2/06/2013 12:00,8.1,3.9,16.7,1.005
2/06/2013 12:10,1.1,2,16.6,1.005
2/06/2013 12:20,2.2,2.3,16.9,1.004
2/06/2013 12:30,7.8,5.4,16.4,1.004
2/06/2013 12:40,10.2,6.2,16.6,1.004
2/06/2013 12:50,10.5,6,16.5,1.004
2/06/2013 13:00,11.1,4.8,16.7,1.004
2/06/2013 13:10,15.2,5.7,17.1,1.004
2/06/2013 13:20,15.8,7,17.3,1.004
2/06/2013 13:30,12.8,7.2,17,1.004
2/06/2013 13:40,14.7,8.1,16.8,1.004
2/06/2013 13:50,17.9,7.1,16.7,1.004
2/06/2013 14:00,15.9,8.2,16.6,1.004
2/06/2013 14:10,15.2,6.4,16.5,1.004
2/06/2013 14:20,15.8,6.1,16.6,1.004
2/06/2013 14:30,11.1,4.8,16.6,1.004
2/06/2013 14:40,6.7,4.1,16.6,1.004
2/06/2013 14:50,18,7.9,16.3,1.004
2/06/2013 15:00,17.1,8.2,16.3,1.004
2/06/2013 15:10,9.1,4.4,16.3,1.005
2/06/2013 15:20,8.3,5,16.3,1.005
2/06/2013 15:30,10.9,5.1,16.5,1.005
2/06/2013 15:40,14.6,6.4,16.2,1.005
2/06/2013 15:50,22.3,10,15.9,1.005
2/06/2013 16:00,24.5,10.9,16,1.005
2/06/2013 16:10,16.8,6.6,15.9,1.005
2/06/2013 16:20,15.6,5.7,15.7,1.005
2/06/2013 16:30,11.5,5.8,15.6,1.005
2/06/2013 16:40,12.7,6.5,15.3,1.005
2/06/2013 16:50,14.7,7.3,14.9,1.005
2/06/2013 17:00,11.4,6.8,14.8,1.005
2/06/2013 17:10,9.1,5.5,14.8,1.005
2/06/2013 17:20,7.9,6.1,14.7,1.006
2/06/2013 17:30,7.9,6.4,14.7,1.006
2/06/2013 17:40,9.5,7.8,14.4,1.006
2/06/2013 17:50,9.8,8.5,14.2,1.006
2/06/2013 18:00,9.4,5.5,14.1,1.006
2/06/2013 18:10,10.4,6.6,14.2,1.006
2/06/2013 18:20,8.3,6.3,14.2,1.006
2/06/2013 18:30,9.7,7.9,13.8,1.006
2/06/2013 18:40,7.9,8.1,13,1.006
2/06/2013 18:50,4.8,7.5,12.3,1.006
2/06/2013 19:00,6.3,7,12.1,1.006
2/06/2013 19:10,7.2,7.1,11.6,1.006
2/06/2013 19:20,10.6,9.5,11.7,1.007
2/06/2013 19:30,12,9.7,11.6,1.007
2/06/2013 19:40,12,11,11.4,1.007
2/06/2013 19:50,14.4,13.6,10.9,1.007
2/06/2013 20:00,15.3,15,10.5,1.007
2/06/2013 20:10,15.1,11.8,10.8,1.007
2/06/2013 20:20,13.5,12.2,10.5,1.007
2/06/2013 20:30,16.1,12.7,10.6,1.007
2/06/2013 20:40,18.9,13.5,10.6,1.007
2/06/2013 20:50,22.2,16,10.5,1.007
2/06/2013 21:00,20.6,16.7,10.4,1.007
2/06/2013 21:10,19.7,17,10.3,1.007
2/06/2013 21:20,16.4,15.5,10.1,1.008
2/06/2013 21:30,15.4,14.5,10,1.008
2/06/2013 21:40,18,15.8,9.7,1.008
2/06/2013 21:50,17.1,15.5,9.5,1.008
2/06/2013 22:00,17.7,14.3,9.8,1.008
2/06/2013 22:10,20,15.3,10.1,1.007
2/06/2013 22:20,22.6,17,9.7,1.008
2/06/2013 22:30,18.9,15.8,9.7,1.008
2/06/2013 22:40,17.4,14.9,9.7,1.008
2/06/2013 22:50,16.1,14.2,9.2,1.008
2/06/2013 23:00,14.6,14.3,9.3,1.008
2/06/2013 23:10,18.6,14.6,9.3,1.008
2/06/2013 23:20,22.7,18.5,9.3,1.008
